Comment,Actual_Sentiment,Cleaned_Comment
Good 👍🏽👍👍🏽👍👌👌👌👌👌👌👌,positive,good 👍🏽👍👍🏽👍👌👌👌👌👌👌👌
"महेश मांजरेकर ने F U च्या वेळी त्या आकाश ठोसर वर दाखवलेला विश्वास .......... तेव्हाच हा माझ्यासाठी संपला.............. 
 
 
 
 
 याचा रुपया जात नाही............. पण जर प्रोडक्ट वाजलं तर ते ह्याचं .............",neutral,महेश मांजरेकर च्या वेळी त्या आकाश ठोसर दाखवलेला विश्वास तेव्हाच माझ्यासाठी संपला याचा रुपया जात नाही प्रोडक्ट वाजलं ह्याचं
Bhavin u really look soooooo handsome in black t-shirt nazar na lag jaye sanam 🙈🙈🙈,neutral,bhavin really look soooooo handsome black tshirt nazar lag jaye sanam 🙈🙈🙈
Matro suspend,neutral,matro suspend
Iqoo z10 mah7300,neutral,iqoo mah
Yentha thangi guru ivalu😞😭,negative,yentha thangi guru ivalu😞😭
नागेश पोपट 😂😂😂 06:00,positive,नागेश पोपट 😂😂😂
"Age : 23
 Weight: 50kg
 Problems: 
 1. chest pain
 2. Weak immune system 
 3. Hairfall
 4. Unusual Cold
 5. Underweight 
 
 Root cause: stress",negative,age weight problem chest pain weak immune system hairfall unusual cold underweight root cause stress
Par Snapdragon hota toh aur atcha hota,neutral,par snapdragon hota toh aur atcha hota
Haye may marjavaan,neutral,haye may marjavaan
Legend cameraman 🎉🎉,positive,legend cameraman
"Eraal peri peri illa bro 
 Periya periya eraal😮😮😮😮😮",neutral,eraal peri peri illa bro periya periya eraal😮😮😮😮😮
Which day you post your fast vloge please tell us ❤❤❤❤❤,positive,day post fast vloge please tell ❤❤❤❤❤
Anarc watch 🤡,neutral,anarc watch
Kandmahal ra b tran line nahi,neutral,kandmahal tran line nahi
May God rest his soul in peace. N my heartily condolences to bereaved family. 😢,neutral,may god rest soul peace heartily condolence bereaved family
বিজেপি যতদিন থাকবে তৃণমূলকে হারানো কোনভাবেই সম্ভব না,neutral,বিজেপি যতদিন থাকবে তৃণমূলকে হারানো কোনভাবেই সম্ভব
Heavy heard work God bless u,positive,heavy heard work god bless
Good morning everyone ❤,positive,good morning everyone
এগুলো আগের গল্প,neutral,এগুলো আগের গল্প
What. A. Songs,neutral,song
Chandan shetty ❤,positive,chandan shetty
Tatti chanal,neutral,tatti chanal
2:44 heavy breakfast oh yeah 🤣🤣🤣,positive,heavy breakfast yeah 🤣🤣🤣
Now fix this problem 😅,neutral,fix problem
இவனுக்கு பதில் சொல்ல அவசியமில்லை,neutral,இவனுக்கு பதில் சொல்ல அவசியமில்லை
Very recent good news.Thank you very much.,positive,recent good newsthank much
Kadhichay ha episode? Changla vegla role kela yat shivaline.,neutral,kadhichay episode changla vegla role kela yat shivaline
0:40💯💯💯🥵🔥🔥🔥🔥,negative,💯💯💯🥵🔥🔥🔥🔥
No anarc was harmed,negative,anarc harmed
Good morning Odisha,positive,good morning odisha
12:11 ha jarur Bhanushali ji line lagi padhi hai apke piche 🤭,positive,jarur bhanushali line lagi padhi hai apke piche
Wohoo 😀💜,positive,wohoo
Poco f7 😢,negative,poco
Super ❤️ 👌,positive,super
පව්කාරයො,neutral,පව්කාරයො
"#bologuruji 16 256 gb or 16+ 128gb konsa lu . Normal usage hai mera (but i watch movies & series a lot ) . longterm keliye chaiye ,updates ke baad hang nahi hona chaiye.",neutral,bologuruji konsa normal usage hai mera watch movie series lot longterm keliye chaiye update baad hang nahi hona chaiye
Thoda jaldi jaldi Bolo,neutral,thoda jaldi jaldi bolo
"Sandhya rani malik
 Adhaar nomber 470",neutral,sandhya rani malik adhaar nomber
👍🏻👌🏻❤️,positive,👍🏻👌🏻❤️
আপনি পুদনমন্ত্রী হয়ে যান😢,negative,আপনি পুদনমন্ত্রী হয়ে যান😢
Bhaiya yo odia hai oriya nahi,neutral,bhaiya odia hai oriya nahi
"Sab samaj me ayahe 
 bhat Yehi hei DSLR me 1 lans me itni assi kese photo ate hei 😅mobile 5 camera",positive,sab samaj ayahe bhat yehi hei dslr lan itni assi kese photo ate hei 😅mobile camera
Kejriwal ki satta khatam,neutral,kejriwal satta khatam
কে কে রোজা কে ভালো বাসেন ❤❤❤❤,positive,রোজা ভালো বাসেন ❤❤❤❤
"মনোরম গল্প,,,,,,, এরকম জাদুই গল্প খুব ভালো লাগে আমার।",neutral,মনোরম গল্প এরকম জাদুই গল্প খুব ভালো লাগে আমার।
Jay jagarnnath,neutral,jay jagarnnath
Sgdxdy for gf to do Creative activities and stuff to eat the,positive,sgdxdy creative activity stuff eat
Reddy jail😅,positive,reddy jail😅
Jai Shree Ram🙏,neutral,jai shree ram🙏
😂😢 Jay Jagnnath 🙏🙏🙏,neutral,jay jagnnath 🙏🙏🙏
Jai shree Ram good morning people of Odisha 🎉🎉,positive,jai shree ram good morning people odisha
"When women come and file cases against men, it's like a halwa for lawyers. Many families have been severely affected and destroyed by this. All these sins will not leave you alone.",negative,woman come file case men like halwa lawyer many family severely affected destroyed sin leave alone
ಅಕ್ಕಮಹಾದೇವಿ ಅವರ ಜೀವನ ಚರಿತ್ರೆ ಬಗ್ಗೆ. ವಿಡಿಯೋ ಹಾಕಿ ಸರ್,neutral,ಅಕ್ಕಮಹಾದೇವಿ ಅವರ ಜೀವನ ಚರಿತ್ರೆ ಬಗ್ಗೆ ವಿಡಿಯೋ ಹಾಕಿ ಸರ್
Bournvita,neutral,bournvita
😔😭,neutral,
10.16😂😂😂😂,positive,😂😂😂😂
ইরানকে গুড়িয়ে দাও,neutral,ইরানকে গুড়িয়ে দাও
shehrufdfjd yajsdntiuthdneteye ieeurgcuejeofyehdjchfueoejddjfurueioejdnfhwuwi wspspldfjfycyccuchvnccncfjfkdeieiieuyrryr❤,positive,shehrufdfjd yajsdntiuthdneteye ieeurgcuejeofyehdjchfueoejddjfurueioejdnfhwuwi wspspldfjfycyccuchvnccncfjfkdeieiieuyrryr❤
अंबाजोगाई च नाव आलच भाई ❤,positive,अंबाजोगाई नाव आलच भाई
Sight effect of reservation,neutral,sight effect reservation
Boring 😊,positive,boring
লাইক..কর😢😢,negative,লাইককর😢😢
"#bologuruji
 Cmf phone (2) kab milega.?",neutral,bologuruji cmf phone kab milega
Enthina Ingane bahalam vakkunnath....aa paavangale kollikuo ...,neutral,enthina ingane bahalam vakkunnathaa paavangale kollikuo
ഇസ്ലാംഅല്ലാഹുവിന്റെ മതമാണ് ആര് എന്ത് ചെയ്താലും 100% ലോകം മുഴുവനും ശക്തി പെട്ടു കൊണ്ടേയിരിക്കും,neutral,ഇസ്ലാംഅല്ലാഹുവിന്റെ മതമാണ് ആര് എന്ത് ചെയ്താലും ലോകം മുഴുവനും ശക്തി പെട്ടു കൊണ്ടേയിരിക്കും
"মুসলিমরা অপরাজিত জাতি, আলহামদুলিল্লাহ, অন্যরা যেখানে মৃত্যু কে শেষ মনে করে, মুসলিমরা মৃত্যুকে শুরু মনে করি",neutral,মুসলিমরা অপরাজিত জাতি আলহামদুলিল্লাহ অন্যরা যেখানে মৃত্যু শেষ মনে করে মুসলিমরা মৃত্যুকে শুরু মনে করি
Sir amezan kadalli huli simha idhiya?,neutral,sir amezan kadalli huli simha idhiya
Good morning sir jay shree jagannath,positive,good morning sir jay shree jagannath
ଶୁଭ ସକାଳ ଜୟ ଜଗନ୍ନାଥ ସ୍ବାମୀ ନୟନ ପଥ ଗାମୀ ଭବ ତୁମେ ମହାଶୟ ସୁନ୍ଦର ଓଡ଼ିଶା ଖବର ଭଲ ଲାଗିଲା ଆପଣଙ୍କ ଧନ୍ୟବାଦ୍,neutral,ଶୁଭ ସକାଳ ଜଗନ୍ନାଥ ସ୍ବାମୀ ନୟନ ଗାମୀ ତୁମେ ମହାଶୟ ସୁନ୍ଦର ଓଡ଼ିଶା ଖବର ଲାଗିଲା ଆପଣଙ୍କ ଧନ୍ୟବାଦ୍
Future Srk huh! Par todha lhmba nhi hai,neutral,future srk huh par todha lhmba nhi hai
Thankyou 😅😊,positive,thankyou
"Chor dol
 
 
 Tora ses hobo chor",neutral,chor dol tora s hobo chor
Apko delicious food bhut psnd hai na😁,positive,apko delicious food bhut psnd hai na😁
Helo fellows 4 and 5 years ah no reply..... Is it any problem with disclosing that village name or u guys are not reading the post,negative,helo fellow year reply problem disclosing village name guy reading post
হে সত্যি আমাদের পিয় নবী খুব সুন্দর ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,positive,সত্যি আমাদের পিয় নবী খুব সুন্দর ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
"Odisha Basi jagrata huantu na hele odishaku Raja neta ,Bali mafia,pathar mapfia,khani mafia odisaku samudra sahita misae misae debe,",neutral,odisha basi jagrata huantu hele odishaku raja neta bali mafiapathar mapfiakhani mafia odisaku samudra sahita misae misae debe
IRCTC website,neutral,irctc website
Ye hindi me comedy hota to samajh aata,positive,hindi comedy hota samajh aata
"Hey [BB Ki Vines ] I challenge you to solve a unique mystery that no one has cracked yet! 💡🔍 It's something exciting and intriguing. see if you can decode it. Let’s see if you have what it takes! 😎🧠 SolveTheMystery """,positive,hey vine challenge solve unique mystery one cracked yet something exciting intriguing see decode let see take solvethemystery
ଓଡ଼ିଶୀ ନୃତ୍ୟର ଏକ ସ୍ଵତନ୍ତ୍ରତା ରହିଛି। ଏହା ଜଗନ୍ନାଥ ସଂସ୍କୃତି। ଆଧୁନିକତା ଏଥିରେ ଯେମିତି ନ ପଶୁ। ଏଥିରେ କୌଣସି ନୃତ୍ୟକୁ କେବେ mix କରିବେ ନାହିଁ। ଯଦି ହୁଏ ଏହା ର ସ୍ଵତନ୍ତ୍ରତା ରହିବ ନାହିଁ।,neutral,ଓଡ଼ିଶୀ ନୃତ୍ୟର ସ୍ଵତନ୍ତ୍ରତା ରହିଛି। ଏହା ଜଗନ୍ନାଥ ସଂସ୍କୃତି। ଆଧୁନିକତା ଏଥିରେ ଯେମିତି ପଶୁ। ଏଥିରେ କୌଣସି ନୃତ୍ୟକୁ କେବେ mix କରିବେ ନାହିଁ। ଯଦି ହୁଏ ଏହା ସ୍ଵତନ୍ତ୍ରତା ରହିବ ନାହିଁ।
Pranamam.,neutral,pranamam
Ami dekhchi❤,positive,ami dekhchi❤
🇮🇳🇮🇳❤,positive,🇮🇳🇮🇳❤
"Ami job kore
 Tau baccha der moto kartun deki 
 Onk valo lage ❤",positive,ami job kore tau baccha der moto kartun deki onk valo lage
I love Bengali fairy tales💚❤️,positive,love bengali fairy tales💚❤️
Bjp korchhe,neutral,bjp korchhe
You too much cute with your cute expression ❤bhavin❤,positive,much cute cute expression ❤bhavin❤
Anyone watch this 2025😂,positive,anyone watch
খানকীর ছেলে কবে মরবে ? মরলে একটা পাপী কমবে,neutral,খানকীর ছেলে কবে মরবে মরলে একটা পাপী কমবে
Bhavsu u post video once in week and that also ek saath 10.. Hume maarna chhahte ho kya apne cuteness se😂😂,positive,bhavsu post video week also saath hume maarna chhahte kya apne cuteness se😂😂
😂😂😂janam വേറെയൊന്നുല്ല,positive,😂😂😂janam വേറെയൊന്നുല്ല
1:27 1:30,neutral,
ശിവൻകുട്ടിക്ക് എന്ത് ഭരണഘടനാ... ബുദ്ധിയുണ്ടോ അവനു,neutral,ശിവൻകുട്ടിക്ക് എന്ത് ഭരണഘടനാ ബുദ്ധിയുണ്ടോ അവനു
Tasmark.... cool drinks 😂😂,positive,tasmark cool drink
Jay jagannath swami 🙏🏽🙏🏽🙏🏽 i love India army 🇮🇳🇮🇳🇮🇳,positive,jay jagannath swami 🙏🏽🙏🏽🙏🏽 love india army 🇮🇳🇮🇳🇮🇳
ആകുഞ്ഞുങ്ങൾക്ക് സമാധാനം നൽകണേ ദൈവമെ ആ അമ്മക്ക് ഒരു ആപത്തും വരുത്തരുതേ ഭഗവാനെ 🙏🙏🙏🙏🙏,neutral,ആകുഞ്ഞുങ്ങൾക്ക് സമാധാനം നൽകണേ ദൈവമെ അമ്മക്ക് ഒരു ആപത്തും വരുത്തരുതേ ഭഗവാനെ 🙏🙏🙏🙏🙏
What a talent 😂😂😂😂 amazing 😂😂😂,positive,talent 😂😂😂😂 amazing 😂😂😂
